comment,contract,dollar,flatRate,levelOfReporting,paidYet,paymentDifficulty,platform,publication,relationship,rights,storyType,wordCount,year
,Contract: Yes,$0.05,False,Medium reporting,Paid in 15 days ,svg-1,Platform: digital,Box24 Casino Review,Ongoing/pre-existing relationship with editor or publication,Rights: All rights,blog post,3500,2018
,Contract: Yes,$0.05,False,Medium reporting,Paid in 15 days ,svg-1,Platform: digital,Box24 Casino Review,Ongoing/pre-existing relationship with editor or publication,Rights: All rights,"criticism, review, or arts/entertainment coverage",3500,2018
