comment,contract,dollar,flatRate,levelOfReporting,paidYet,paymentDifficulty,platform,publication,relationship,rights,storyType,wordCount,year
,Contract: No,$0.50,False,Medium reporting,Paid in 1 month ,svg-2,Platform: digital,Cosmos Magazine,Ongoing/pre-existing relationship with editor or publication,Rights: Other / I don't know,news story,500,2018
,Contract: No,$0.80,False,Medium reporting,Paid in 1 month ,svg-3,Platform: digital,Cosmos Magazine,Assignment (editor came to you),Rights: First Serial Rights,news story,300,2017
