comment,contract,dollar,flatRate,levelOfReporting,paidYet,paymentDifficulty,platform,publication,relationship,rights,storyType,wordCount,year
,"Contract: Verbal or ""handshake"" agreement",$0.30,False,Heavy/Investigative reporting,Paid in 1 month ,svg-2,Platform: digital,Mit Technology Review,Ongoing/pre-existing relationship with editor or publication,Rights: Other / I don't know,feature,1000,2016
,"Contract: Verbal or ""handshake"" agreement",$0.79,False,Medium reporting,Paid in 1 month ,svg-3,Platform: digital,Mit Technology Review,Ongoing/pre-existing relationship with editor or publication,Rights: Other / I don't know,news story,634,2016
