comment,contract,dollar,flatRate,levelOfReporting,paidYet,paymentDifficulty,platform,publication,relationship,rights,storyType,wordCount,year
,Contract: Yes,$0.10,False,Medium reporting,Paid in 1 month ,svg-2,Platform: print,Photopreneur,Ongoing/pre-existing relationship with editor or publication,Rights: All rights,news story,5000,2018
"""The agreed upon rate for this piece assigned last minute was $350. When the time came for payment, he kept making excuses as to why he couldn't. He didn't even send a copy of the mag as promised.""","Contract: Verbal or ""handshake"" agreement",$0.00,False,Medium reporting,,svg-false,Platform: digital,Photopreneur,Assignment (editor came to you),Rights: Other / I don't know,profile or interview,5000,2018
