comment,contract,dollar,flatRate,levelOfReporting,paidYet,paymentDifficulty,platform,publication,relationship,rights,storyType,wordCount,year
,Contract: ,$0.05,False,,Haven't gotten it yet (as of this reporting) ,svg-5,Platform: digital,The Weekly Standard Blog,,Rights: All rights,"opinion, editorial, column or essay",1100,2018
,"Contract: Verbal or ""handshake"" agreement",$0.10,False,Medium reporting,Paid in 2 months ,svg-2,Platform: digital,The Weekly Standard Blog,Ongoing/pre-existing relationship with editor or publication,Rights: Other / I don't know,blog post,500,2016
