comment,contract,dollar,flatRate,levelOfReporting,paidYet,paymentDifficulty,platform,publication,relationship,rights,storyType,wordCount,year
,Contract: Yes,$0.15,False,Little to no reporting,Paid in 1 month ,svg-1,Platform: digital,Washington Post Express,Ongoing/pre-existing relationship with editor or publication,Rights: Other / I don't know,feature,600,2018
,Contract: Yes,$0.20,False,Medium reporting,,ng-hide,Platform: digital,Washington Post Express,Submission/spec (piece was written prior and then submitted for publication),Rights: First Serial Rights,profile or interview,~750,2013
