comment,contract,dollar,flatRate,levelOfReporting,paidYet,paymentDifficulty,platform,publication,relationship,rights,storyType,wordCount,year
,Contract: Yes,$1.26,False,Medium reporting,Paid in 3 months ,svg-3,Platform: digital,New Scientist,Ongoing/pre-existing relationship with editor or publication,Rights: All rights,news story,700,2016
,Contract: Yes,$1.12,False,Medium reporting,,ng-hide,Platform: digital,New Scientist,Cold pitch (no pre-existing relationship),Rights: All rights,news story,~750,2013
