comment,contract,dollar,flatRate,levelOfReporting,paidYet,paymentDifficulty,platform,publication,relationship,rights,storyType,wordCount,year
"""Interned for 12 weeks at PZ, wrote 2 articles a week for them, didn't get paid for any of it""",Contract: Yes,$0.00,False,Little to no reporting,,svg-false,Platform: digital,The Plaid Zebra,Ongoing/pre-existing relationship with editor or publication,Rights: Other / I don't know,"opinion, editorial, column or essay",1000,2016
,Contract: Yes,$0.07,False,Little to no reporting,,ng-hide,Platform: digital,The Plaid Zebra,Cold pitch (no pre-existing relationship),Rights: All rights,news story,~750,2015
